id,name,avatar,details_path,types,total,hp,attack,defense,sp_attack,sp_defense,speed,entry
230,Kingdra,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingdra.png,/pokedex/kingdra,"['Water', 'Dragon']",540,75,95,95,95,95,85,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.
231,Phanpy,https://img.pokemondb.net/sprites/scarlet-violet/icon/phanpy.png,/pokedex/phanpy,['Ground'],330,90,60,60,40,40,40,"It swings its long snout around playfully, but because it is so strong, that can be dangerous."
232,Donphan,https://img.pokemondb.net/sprites/scarlet-violet/icon/donphan.png,/pokedex/donphan,['Ground'],500,90,120,120,60,60,50,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house."
233,Porygon2,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon2.png,/pokedex/porygon2,['Normal'],515,85,80,90,105,95,60,"This upgraded version of PORYGON is designed for space exploration. It can’t fly, though."
234,Stantler,https://img.pokemondb.net/sprites/scarlet-violet/icon/stantler.png,/pokedex/stantler,['Normal'],465,73,95,62,85,65,85,
235,Smeargle,https://img.pokemondb.net/sprites/scarlet-violet/icon/smeargle.png,/pokedex/smeargle,['Normal'],250,55,20,35,20,45,75,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
236,Tyrogue,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrogue.png,/pokedex/tyrogue,['Fighting'],210,35,35,35,35,35,35,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
237,Hitmontop,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmontop.png,/pokedex/hitmontop,['Fighting'],455,50,95,95,35,110,70,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard."
238,Smoochum,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoochum.png,/pokedex/smoochum,"['Ice', 'Psychic']",305,45,30,15,85,65,65,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.
239,Elekid,https://img.pokemondb.net/sprites/scarlet-violet/icon/elekid.png,/pokedex/elekid,['Electric'],360,45,63,37,65,55,95,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit."
240,Magby,https://img.pokemondb.net/sprites/scarlet-violet/icon/magby.png,/pokedex/magby,['Fire'],365,45,75,37,70,55,83,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils."
241,Miltank,https://img.pokemondb.net/sprites/scarlet-violet/icon/miltank.png,/pokedex/miltank,['Normal'],490,95,80,105,40,70,100,
242,Blissey,https://img.pokemondb.net/sprites/scarlet-violet/icon/blissey.png,/pokedex/blissey,['Normal'],540,255,10,10,75,135,55,Anyone who takes even one bite of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone.
243,Raikou,https://img.pokemondb.net/sprites/scarlet-violet/icon/raikou.png,/pokedex/raikou,['Electric'],580,90,85,75,115,100,115,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
244,Entei,https://img.pokemondb.net/sprites/scarlet-violet/icon/entei.png,/pokedex/entei,['Fire'],580,115,115,85,90,75,100,"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land."
245,Suicune,https://img.pokemondb.net/sprites/scarlet-violet/icon/suicune.png,/pokedex/suicune,['Water'],580,100,75,115,90,115,85,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water."
246,Larvitar,https://img.pokemondb.net/sprites/scarlet-violet/icon/larvitar.png,/pokedex/larvitar,"['Rock', 'Ground']",300,50,64,50,45,50,41,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
247,Pupitar,https://img.pokemondb.net/sprites/scarlet-violet/icon/pupitar.png,/pokedex/pupitar,"['Rock', 'Ground']",410,70,84,70,65,70,51,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain."
248,Tyranitar,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar.png,/pokedex/tyranitar,"['Rock', 'Dark']",600,100,134,110,95,100,61,100
248,Mega Tyranitar,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar-mega.png,/pokedex/tyranitar,"['Rock', 'Dark']",700,100,164,150,95,120,71,100
249,Lugia,https://img.pokemondb.net/sprites/scarlet-violet/icon/lugia.png,/pokedex/lugia,"['Psychic', 'Flying']",680,106,90,130,90,154,110,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.
250,Ho-oh,https://img.pokemondb.net/sprites/scarlet-violet/icon/ho-oh.png,/pokedex/ho-oh,"['Fire', 'Flying']",680,106,130,90,110,154,90,Legends claim this POKéMON flies the world’s skies continuously on its magnificent seven-colored wings.
251,Celebi,https://img.pokemondb.net/sprites/scarlet-violet/icon/celebi.png,/pokedex/celebi,"['Psychic', 'Grass']",600,100,100,100,100,100,100,This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.
252,Treecko,https://img.pokemondb.net/sprites/scarlet-violet/icon/treecko.png,/pokedex/treecko,['Grass'],310,40,45,35,65,55,70,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.
253,Grovyle,https://img.pokemondb.net/sprites/scarlet-violet/icon/grovyle.png,/pokedex/grovyle,['Grass'],405,50,65,45,85,65,95,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.
254,Sceptile,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile.png,/pokedex/sceptile,['Grass'],530,70,85,65,105,85,120,70
254,Mega Sceptile,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile-mega.png,/pokedex/sceptile,"['Grass', 'Dragon']",630,70,110,75,145,85,145,70
255,Torchic,https://img.pokemondb.net/sprites/scarlet-violet/icon/torchic.png,/pokedex/torchic,['Fire'],310,45,60,40,70,50,45,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
256,Combusken,https://img.pokemondb.net/sprites/scarlet-violet/icon/combusken.png,/pokedex/combusken,"['Fire', 'Fighting']",405,60,85,60,85,60,55,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second."
257,Blaziken,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken.png,/pokedex/blaziken,"['Fire', 'Fighting']",530,80,120,70,110,70,80,80
257,Mega Blaziken,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken-mega.png,/pokedex/blaziken,"['Fire', 'Fighting']",630,80,160,80,130,80,100,80
258,Mudkip,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudkip.png,/pokedex/mudkip,['Water'],310,50,70,50,50,50,40,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes."
259,Marshtomp,https://img.pokemondb.net/sprites/scarlet-violet/icon/marshtomp.png,/pokedex/marshtomp,"['Water', 'Ground']",405,70,85,70,60,70,50,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low."
260,Swampert,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert.png,/pokedex/swampert,"['Water', 'Ground']",535,100,110,90,85,90,60,100
260,Mega Swampert,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert-mega.png,/pokedex/swampert,"['Water', 'Ground']",635,100,150,110,95,110,70,100
261,Poochyena,https://img.pokemondb.net/sprites/scarlet-violet/icon/poochyena.png,/pokedex/poochyena,['Dark'],220,35,55,35,30,30,35,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
262,Mightyena,https://img.pokemondb.net/sprites/scarlet-violet/icon/mightyena.png,/pokedex/mightyena,['Dark'],420,70,90,70,60,60,70,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.
263,Zigzagoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon.png,/pokedex/zigzagoon,['Normal'],240,38,30,41,30,41,60,38
263,Galarian Zigzagoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon-galarian.png,/pokedex/zigzagoon,"['Dark', 'Normal']",240,38,30,41,30,41,60,38
264,Linoone,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone.png,/pokedex/linoone,['Normal'],420,78,70,61,50,61,100,78
264,Galarian Linoone,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone-galarian.png,/pokedex/linoone,"['Dark', 'Normal']",420,78,70,61,50,61,100,78
265,Wurmple,https://img.pokemondb.net/sprites/scarlet-violet/icon/wurmple.png,/pokedex/wurmple,['Bug'],195,45,45,35,20,30,20,"Using the spikes on its rear end, WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping."
266,Silcoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/silcoon.png,/pokedex/silcoon,['Bug'],205,50,35,55,25,25,15,"SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
267,Beautifly,https://img.pokemondb.net/sprites/scarlet-violet/icon/beautifly.png,/pokedex/beautifly,"['Bug', 'Flying']",395,60,70,50,100,50,65,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen."
268,Cascoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/cascoon.png,/pokedex/cascoon,['Bug'],205,50,35,55,25,25,15,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon."
269,Dustox,https://img.pokemondb.net/sprites/scarlet-violet/icon/dustox.png,/pokedex/dustox,"['Bug', 'Poison']",385,60,50,70,50,90,65,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
270,Lotad,https://img.pokemondb.net/sprites/scarlet-violet/icon/lotad.png,/pokedex/lotad,"['Water', 'Grass']",220,40,30,30,40,50,30,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water."
271,Lombre,https://img.pokemondb.net/sprites/scarlet-violet/icon/lombre.png,/pokedex/lombre,"['Water', 'Grass']",340,60,50,50,60,70,50,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."
272,Ludicolo,https://img.pokemondb.net/sprites/scarlet-violet/icon/ludicolo.png,/pokedex/ludicolo,"['Water', 'Grass']",480,80,70,70,90,100,70,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings."
273,Seedot,https://img.pokemondb.net/sprites/scarlet-violet/icon/seedot.png,/pokedex/seedot,['Grass'],220,40,40,50,30,30,30,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes."
274,Nuzleaf,https://img.pokemondb.net/sprites/scarlet-violet/icon/nuzleaf.png,/pokedex/nuzleaf,"['Grass', 'Dark']",340,70,70,40,60,40,60,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.
275,Shiftry,https://img.pokemondb.net/sprites/scarlet-violet/icon/shiftry.png,/pokedex/shiftry,"['Grass', 'Dark']",480,90,100,60,90,60,80,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.
276,Taillow,https://img.pokemondb.net/sprites/scarlet-violet/icon/taillow.png,/pokedex/taillow,"['Normal', 'Flying']",270,40,55,30,30,30,85,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
277,Swellow,https://img.pokemondb.net/sprites/scarlet-violet/icon/swellow.png,/pokedex/swellow,"['Normal', 'Flying']",455,60,85,60,75,50,125,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape."
278,Wingull,https://img.pokemondb.net/sprites/scarlet-violet/icon/wingull.png,/pokedex/wingull,"['Water', 'Flying']",270,40,30,30,55,30,85,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.
279,Pelipper,https://img.pokemondb.net/sprites/scarlet-violet/icon/pelipper.png,/pokedex/pelipper,"['Water', 'Flying']",440,60,50,100,95,70,65,PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea.
280,Ralts,https://img.pokemondb.net/sprites/scarlet-violet/icon/ralts.png,/pokedex/ralts,"['Psychic', 'Fairy']",198,28,25,25,45,35,40,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."
281,Kirlia,https://img.pokemondb.net/sprites/scarlet-violet/icon/kirlia.png,/pokedex/kirlia,"['Psychic', 'Fairy']",278,38,35,35,65,55,50,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.
282,Gardevoir,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir.png,/pokedex/gardevoir,"['Psychic', 'Fairy']",518,68,65,65,125,115,80,68
282,Mega Gardevoir,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir-mega.png,/pokedex/gardevoir,"['Psychic', 'Fairy']",618,68,85,65,165,135,100,68
283,Surskit,https://img.pokemondb.net/sprites/scarlet-violet/icon/surskit.png,/pokedex/surskit,"['Bug', 'Water']",269,40,30,32,50,52,65,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes."
284,Masquerain,https://img.pokemondb.net/sprites/scarlet-violet/icon/masquerain.png,/pokedex/masquerain,"['Bug', 'Flying']",454,70,60,62,100,82,80,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.
285,Shroomish,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroomish.png,/pokedex/shroomish,['Grass'],295,60,40,60,40,60,35,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves."
286,Breloom,https://img.pokemondb.net/sprites/scarlet-violet/icon/breloom.png,/pokedex/breloom,"['Grass', 'Fighting']",460,60,130,80,60,60,70,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame."
287,Slakoth,https://img.pokemondb.net/sprites/scarlet-violet/icon/slakoth.png,/pokedex/slakoth,['Normal'],280,60,60,60,35,35,30,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves."
288,Vigoroth,https://img.pokemondb.net/sprites/scarlet-violet/icon/vigoroth.png,/pokedex/vigoroth,['Normal'],440,80,80,80,55,55,90,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.
289,Slaking,https://img.pokemondb.net/sprites/scarlet-violet/icon/slaking.png,/pokedex/slaking,['Normal'],670,150,160,100,95,65,100,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot."
290,Nincada,https://img.pokemondb.net/sprites/scarlet-violet/icon/nincada.png,/pokedex/nincada,"['Bug', 'Ground']",266,31,45,90,30,30,40,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.
291,Ninjask,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninjask.png,/pokedex/ninjask,"['Bug', 'Flying']",456,61,90,45,50,50,160,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible."
292,Shedinja,https://img.pokemondb.net/sprites/scarlet-violet/icon/shedinja.png,/pokedex/shedinja,"['Bug', 'Ghost']",236,1,90,45,30,30,40,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back."
293,Whismur,https://img.pokemondb.net/sprites/scarlet-violet/icon/whismur.png,/pokedex/whismur,['Normal'],240,64,51,23,51,23,28,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume."
294,Loudred,https://img.pokemondb.net/sprites/scarlet-violet/icon/loudred.png,/pokedex/loudred,['Normal'],360,84,71,43,71,43,48,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.
295,Exploud,https://img.pokemondb.net/sprites/scarlet-violet/icon/exploud.png,/pokedex/exploud,['Normal'],490,104,91,63,91,73,68,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow."
296,Makuhita,https://img.pokemondb.net/sprites/scarlet-violet/icon/makuhita.png,/pokedex/makuhita,['Fighting'],237,72,60,30,20,30,25,
297,Hariyama,https://img.pokemondb.net/sprites/scarlet-violet/icon/hariyama.png,/pokedex/hariyama,['Fighting'],474,144,120,60,40,60,50,
298,Azurill,https://img.pokemondb.net/sprites/scarlet-violet/icon/azurill.png,/pokedex/azurill,"['Normal', 'Fairy']",190,50,20,40,20,40,20,
299,Nosepass,https://img.pokemondb.net/sprites/scarlet-violet/icon/nosepass.png,/pokedex/nosepass,['Rock'],375,30,45,135,45,90,30,"NOSEPASS’s magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another."
300,Skitty,https://img.pokemondb.net/sprites/scarlet-violet/icon/skitty.png,/pokedex/skitty,['Normal'],260,50,45,45,35,35,50,SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKéMON is known to chase after its own tail and become dizzy.
301,Delcatty,https://img.pokemondb.net/sprites/scarlet-violet/icon/delcatty.png,/pokedex/delcatty,['Normal'],400,70,65,65,55,55,90,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random."
302,Sableye,https://img.pokemondb.net/sprites/scarlet-violet/icon/sableye.png,/pokedex/sableye,"['Dark', 'Ghost']",380,50,75,75,65,65,50,50
302,Mega Sableye,https://img.pokemondb.net/sprites/scarlet-violet/icon/sableye-mega.png,/pokedex/sableye,"['Dark', 'Ghost']",480,50,85,125,85,115,20,50
303,Mawile,https://img.pokemondb.net/sprites/scarlet-violet/icon/mawile.png,/pokedex/mawile,"['Steel', 'Fairy']",380,50,85,85,55,55,50,50
303,Mega Mawile,https://img.pokemondb.net/sprites/scarlet-violet/icon/mawile-mega.png,/pokedex/mawile,"['Steel', 'Fairy']",480,50,105,125,55,95,50,50
304,Aron,https://img.pokemondb.net/sprites/scarlet-violet/icon/aron.png,/pokedex/aron,"['Steel', 'Rock']",330,50,70,100,40,40,30,"This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails."
305,Lairon,https://img.pokemondb.net/sprites/scarlet-violet/icon/lairon.png,/pokedex/lairon,"['Steel', 'Rock']",430,60,90,140,50,50,40,LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKéMON makes its nest close to springs of delicious water.
306,Aggron,https://img.pokemondb.net/sprites/scarlet-violet/icon/aggron.png,/pokedex/aggron,"['Steel', 'Rock']",530,70,110,180,60,60,50,70
306,Mega Aggron,https://img.pokemondb.net/sprites/scarlet-violet/icon/aggron-mega.png,/pokedex/aggron,['Steel'],630,70,140,230,60,80,50,70
307,Meditite,https://img.pokemondb.net/sprites/scarlet-violet/icon/meditite.png,/pokedex/meditite,"['Fighting', 'Psychic']",280,30,40,55,40,55,60,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends."
308,Medicham,https://img.pokemondb.net/sprites/scarlet-violet/icon/medicham.png,/pokedex/medicham,"['Fighting', 'Psychic']",410,60,60,75,60,75,80,60
308,Mega Medicham,https://img.pokemondb.net/sprites/scarlet-violet/icon/medicham-mega.png,/pokedex/medicham,"['Fighting', 'Psychic']",510,60,100,85,80,85,100,60
309,Electrike,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrike.png,/pokedex/electrike,['Electric'],295,40,45,40,65,40,65,
310,Manectric,https://img.pokemondb.net/sprites/scarlet-violet/icon/manectric.png,/pokedex/manectric,['Electric'],475,70,75,60,105,60,105,
310,Mega Manectric,https://img.pokemondb.net/sprites/scarlet-violet/icon/manectric-mega.png,/pokedex/manectric,['Electric'],575,70,75,80,135,80,135,
311,Plusle,https://img.pokemondb.net/sprites/scarlet-violet/icon/plusle.png,/pokedex/plusle,['Electric'],405,60,50,40,85,75,95,
312,Minun,https://img.pokemondb.net/sprites/scarlet-violet/icon/minun.png,/pokedex/minun,['Electric'],405,60,40,50,75,85,95,
313,Volbeat,https://img.pokemondb.net/sprites/scarlet-violet/icon/volbeat.png,/pokedex/volbeat,['Bug'],430,65,73,75,47,85,85,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE."
314,Illumise,https://img.pokemondb.net/sprites/scarlet-violet/icon/illumise.png,/pokedex/illumise,['Bug'],430,65,47,75,73,85,85,"ILLUMISE attracts a swarm of VOLBEAT using a sweet fragrance. Once the VOLBEAT have gathered, this POKéMON leads the lit-up swarm in drawing geometric designs on the canvas of the night sky."
315,Roselia,https://img.pokemondb.net/sprites/scarlet-violet/icon/roselia.png,/pokedex/roselia,"['Grass', 'Poison']",400,50,60,45,100,80,65,ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKéMON brings serenity to living things.
316,Gulpin,https://img.pokemondb.net/sprites/scarlet-violet/icon/gulpin.png,/pokedex/gulpin,['Poison'],302,70,43,53,43,53,40,"Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size. This POKéMON’s stomach contains a special fluid that digests anything."
317,Swalot,https://img.pokemondb.net/sprites/scarlet-violet/icon/swalot.png,/pokedex/swalot,['Poison'],467,100,73,83,73,83,55,"When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKéMON gulps it down whole with its cavernous mouth."
318,Carvanha,https://img.pokemondb.net/sprites/scarlet-violet/icon/carvanha.png,/pokedex/carvanha,"['Water', 'Dark']",305,45,90,20,65,20,65,CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON.
319,Sharpedo,https://img.pokemondb.net/sprites/scarlet-violet/icon/sharpedo.png,/pokedex/sharpedo,"['Water', 'Dark']",460,70,120,40,95,40,95,70
319,Mega Sharpedo,https://img.pokemondb.net/sprites/scarlet-violet/icon/sharpedo-mega.png,/pokedex/sharpedo,"['Water', 'Dark']",560,70,140,70,110,65,105,70
320,Wailmer,https://img.pokemondb.net/sprites/scarlet-violet/icon/wailmer.png,/pokedex/wailmer,['Water'],400,130,70,35,70,35,60,WAILMER’s nostrils are located above its eyes. This playful POKéMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.
321,Wailord,https://img.pokemondb.net/sprites/scarlet-violet/icon/wailord.png,/pokedex/wailord,['Water'],500,170,90,45,90,45,60,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth."
322,Numel,https://img.pokemondb.net/sprites/scarlet-violet/icon/numel.png,/pokedex/numel,"['Fire', 'Ground']",305,60,60,40,65,45,35,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma."
323,Camerupt,https://img.pokemondb.net/sprites/scarlet-violet/icon/camerupt.png,/pokedex/camerupt,"['Fire', 'Ground']",460,70,100,70,105,75,40,
323,Mega Camerupt,https://img.pokemondb.net/sprites/scarlet-violet/icon/camerupt-mega.png,/pokedex/camerupt,"['Fire', 'Ground']",560,70,120,100,145,105,20,
324,Torkoal,https://img.pokemondb.net/sprites/scarlet-violet/icon/torkoal.png,/pokedex/torkoal,['Fire'],470,70,85,140,85,70,20,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat."
325,Spoink,https://img.pokemondb.net/sprites/scarlet-violet/icon/spoink.png,/pokedex/spoink,['Psychic'],330,60,25,35,70,80,60,
326,Grumpig,https://img.pokemondb.net/sprites/scarlet-violet/icon/grumpig.png,/pokedex/grumpig,['Psychic'],470,80,45,65,90,110,80,
327,Spinda,https://img.pokemondb.net/sprites/scarlet-violet/icon/spinda.png,/pokedex/spinda,['Normal'],360,60,60,60,60,60,60,"All the SPINDA that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this POKéMON give it the appearance of dancing."
328,Trapinch,https://img.pokemondb.net/sprites/scarlet-violet/icon/trapinch.png,/pokedex/trapinch,['Ground'],290,45,100,45,45,45,10,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders."
329,Vibrava,https://img.pokemondb.net/sprites/scarlet-violet/icon/vibrava.png,/pokedex/vibrava,"['Ground', 'Dragon']",340,50,70,50,50,50,70,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people."
330,Flygon,https://img.pokemondb.net/sprites/scarlet-violet/icon/flygon.png,/pokedex/flygon,"['Ground', 'Dragon']",520,80,100,80,80,80,100,"FLYGON is nicknamed “the elemental spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying."
331,Cacnea,https://img.pokemondb.net/sprites/scarlet-violet/icon/cacnea.png,/pokedex/cacnea,['Grass'],335,50,85,40,85,40,35,
332,Cacturne,https://img.pokemondb.net/sprites/scarlet-violet/icon/cacturne.png,/pokedex/cacturne,"['Grass', 'Dark']",475,70,115,60,115,60,55,
333,Swablu,https://img.pokemondb.net/sprites/scarlet-violet/icon/swablu.png,/pokedex/swablu,"['Normal', 'Flying']",310,45,40,60,40,75,50,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.
334,Altaria,https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria.png,/pokedex/altaria,"['Dragon', 'Flying']",490,75,70,90,70,105,80,75
334,Mega Altaria,https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria-mega.png,/pokedex/altaria,"['Dragon', 'Fairy']",590,75,110,110,110,105,80,75
